Customer ID	Birth Date	Gender	Item Purchased	Category	Purchase Amount (USD)	Location	Size	Color	Season	Review Rating	Subscription Status	Payment Method	Shipping Type	Discount Applied	Promo Code Used	Previous Purchases	Preferred Payment Method	Frequency of Purchases
1607	1969/03/11	Male	T-shirt	Clothing	21	Kansas	S	White	Spring	4.3	No	Debit Card	Standard	Yes	Yes	4	PayPal	Fortnightly
1608	1975/08/09	Male	Shorts	Clothing	72	Vermont	S	Gray	Fall	2.7	No	Venmo	Free Shipping	Yes	Yes	43	Debit Card	Quarterly
1609	1998/05/06	Male	Sandals	Footwear	58	Nebraska	XL	Cyan	Fall	4.6	No	Cash	Next Day Air	Yes	Yes	12	Bank Transfer	Bi-Weekly
1610	1991/01/31	Male	Shirt	Clothing	93	Nevada	S	Brown	Fall	4.1	No	Credit Card	Standard	Yes	Yes	3	Venmo	Monthly
1611	2004/11/30	Male	Socks	Clothing	31	Tennessee	L	Purple	Spring	3.4	No	Credit Card	2-Day Shipping	Yes	Yes	1	PayPal	Annually
1612	1983/06/12	Male	Pants	Clothing	26	Arkansas	L	Yellow	Winter	4.5	No	PayPal	Next Day Air	Yes	Yes	6	Debit Card	Monthly
1613	2006/12/23	Male	Skirt	Clothing	68	Wisconsin	M	Indigo	Summer	4.4	No	Bank Transfer	Standard	Yes	Yes	26	Venmo	Monthly
1614	1998/06/09	Male	Jewelry	Accessories	31	Illinois	S	Black	Summer	4.0	No	Credit Card	Next Day Air	Yes	Yes	6	Credit Card	Fortnightly
1615	1994/11/22	Male	T-shirt	Clothing	41	Kansas	S	Gray	Summer	3.4	No	Cash	Free Shipping	Yes	Yes	22	Cash	Bi-Weekly
1616	1960/10/09	Male	Jewelry	Accessories	62	New York	M	Indigo	Fall	3.2	No	PayPal	Standard	Yes	Yes	45	Cash	Bi-Weekly
1617	1998/12/24	Male	Hat	Accessories	41	Colorado	M	Green	Spring	3.4	No	Bank Transfer	Standard	Yes	Yes	50	Cash	Quarterly
1618	1981/11/21	Male	Blouse	Clothing	64	Wisconsin	M	Peach	Winter	4.3	No	PayPal	Standard	Yes	Yes	50	Credit Card	Fortnightly
1619	1961/01/18	Male	Sandals	Footwear	72	Michigan	L	Purple	Summer	5.0	No	Venmo	Standard	Yes	Yes	39	Debit Card	Quarterly
1620	1967/10/16	Male	Handbag	Accessories	78	Hawaii	L	Beige	Winter	3.5	No	Cash	Store Pickup	Yes	Yes	50	Venmo	Bi-Weekly
1621	1999/05/02	Male	Hat	Accessories	47	Virginia	M	Charcoal	Winter	3.1	No	Bank Transfer	2-Day Shipping	Yes	Yes	27	PayPal	Every 3 Months
1622	1956/01/03	Male	Scarf	Accessories	46	Ohio	L	Gray	Summer	3.9	No	Venmo	2-Day Shipping	Yes	Yes	38	Debit Card	Fortnightly
1623	1993/01/13	Male	Shorts	Clothing	43	Missouri	S	Brown	Winter	4.0	No	PayPal	Store Pickup	Yes	Yes	37	Bank Transfer	Every 3 Months
1624	1960/12/06	Male	Backpack	Accessories	58	Indiana	M	Cyan	Summer	3.5	No	Venmo	Next Day Air	Yes	Yes	50	Debit Card	Annually
1625	1986/06/30	Male	Sweater	Clothing	32	Florida	M	White	Winter	3.6	No	Venmo	Free Shipping	Yes	Yes	40	PayPal	Every 3 Months
1626	1990/01/12	Male	Skirt	Clothing	45	Minnesota	L	Beige	Winter	3.0	No	PayPal	Next Day Air	Yes	Yes	3	PayPal	Bi-Weekly
1627	1992/06/22	Male	Sneakers	Footwear	35	Nevada	L	Orange	Summer	2.6	No	Bank Transfer	Next Day Air	Yes	Yes	45	Credit Card	Bi-Weekly
1628	1955/09/12	Male	Sunglasses	Accessories	21	Maine	M	Olive	Winter	2.9	No	Venmo	Next Day Air	Yes	Yes	8	Credit Card	Annually
1629	1979/07/03	Male	Dress	Clothing	64	Massachusetts	S	Teal	Winter	3.1	No	PayPal	Next Day Air	Yes	Yes	7	Cash	Monthly
1630	1989/02/18	Male	Blouse	Clothing	88	North Dakota	S	Silver	Spring	3.3	No	Credit Card	Next Day Air	Yes	Yes	13	Venmo	Quarterly
1631	1961/08/25	Male	Shoes	Footwear	48	New Jersey	M	Gold	Summer	2.9	No	Debit Card	Store Pickup	Yes	Yes	29	Venmo	Every 3 Months
1632	1959/03/06	Male	Sweater	Clothing	36	Indiana	L	Violet	Summer	3.9	No	PayPal	2-Day Shipping	Yes	Yes	7	Bank Transfer	Fortnightly
1633	1989/07/18	Male	Gloves	Accessories	28	Oregon	S	White	Summer	4.7	No	PayPal	2-Day Shipping	Yes	Yes	50	Debit Card	Every 3 Months
1634	1970/01/04	Male	Socks	Clothing	80	North Dakota	M	Peach	Spring	4.4	No	Bank Transfer	2-Day Shipping	Yes	Yes	33	Debit Card	Bi-Weekly
1635	1996/07/17	Male	Coat	Outerwear	23	South Carolina	S	Orange	Summer	3.6	No	Debit Card	Store Pickup	Yes	Yes	30	Cash	Every 3 Months
1636	1956/10/26	Male	Sunglasses	Accessories	24	North Carolina	L	Violet	Summer	3.2	No	Cash	Standard	Yes	Yes	40	Cash	Annually
1637	1966/09/20	Male	Boots	Footwear	22	North Dakota	L	Green	Fall	4.0	No	Credit Card	Free Shipping	Yes	Yes	49	Cash	Fortnightly
1638	1989/07/19	Male	Dress	Clothing	21	Massachusetts	M	Peach	Spring	3.5	No	Bank Transfer	Next Day Air	Yes	Yes	32	Venmo	Fortnightly
1639	1956/12/09	Male	Jacket	Outerwear	51	Tennessee	M	Black	Spring	4.6	No	PayPal	Free Shipping	Yes	Yes	18	Venmo	Weekly
1640	1983/08/29	Male	Gloves	Accessories	65	Missouri	L	Blue	Summer	3.3	No	Bank Transfer	Free Shipping	Yes	Yes	50	PayPal	Annually
1641	1959/12/21	Male	Scarf	Accessories	51	Tennessee	S	Magenta	Spring	4.0	No	Debit Card	2-Day Shipping	Yes	Yes	13	PayPal	Weekly
1642	1974/07/11	Male	Hoodie	Clothing	32	Colorado	L	Violet	Summer	3.4	No	Bank Transfer	Free Shipping	Yes	Yes	1	Bank Transfer	Every 3 Months
1643	2006/10/23	Male	Coat	Outerwear	70	Mississippi	M	Beige	Spring	4.2	No	Bank Transfer	Store Pickup	Yes	Yes	16	PayPal	Fortnightly
1644	1986/09/25	Male	Scarf	Accessories	77	Ohio	L	Pink	Summer	3.9	No	PayPal	2-Day Shipping	Yes	Yes	6	PayPal	Monthly
1645	1956/06/14	Male	Coat	Outerwear	90	North Carolina	S	Beige	Summer	3.9	No	PayPal	Next Day Air	Yes	Yes	21	Debit Card	Monthly
1646	1971/06/14	Male	Scarf	Accessories	36	Ohio	L	Green	Summer	2.8	No	Bank Transfer	Standard	Yes	Yes	36	Venmo	Every 3 Months
1647	1966/09/08	Male	Handbag	Accessories	77	Nebraska	S	Silver	Summer	3.7	No	Credit Card	Standard	Yes	Yes	20	Bank Transfer	Every 3 Months
1648	1990/04/23	Male	Boots	Footwear	78	Hawaii	M	Purple	Summer	4.9	No	Credit Card	Store Pickup	Yes	Yes	8	Debit Card	Quarterly
1649	1988/03/27	Male	Pants	Clothing	69	Oklahoma	M	Gray	Summer	2.6	No	Bank Transfer	Express	Yes	Yes	22	Credit Card	Monthly
1650	1966/11/22	Male	T-shirt	Clothing	63	Wisconsin	M	White	Summer	4.9	No	PayPal	Free Shipping	Yes	Yes	3	Credit Card	Quarterly
1651	1964/01/24	Male	Scarf	Accessories	36	Arkansas	M	Silver	Winter	3.4	No	Venmo	Next Day Air	Yes	Yes	46	Credit Card	Fortnightly
1652	1965/03/29	Male	Coat	Outerwear	80	Texas	M	Blue	Winter	3.9	No	Bank Transfer	Standard	Yes	Yes	42	Debit Card	Monthly
1653	1959/05/27	Male	Sweater	Clothing	35	New Mexico	M	Orange	Summer	4.0	No	Cash	Next Day Air	Yes	Yes	1	Bank Transfer	Fortnightly
1654	1993/12/11	Male	Belt	Accessories	93	Colorado	L	Silver	Winter	3.0	No	Venmo	2-Day Shipping	Yes	Yes	29	Debit Card	Bi-Weekly
1655	1981/06/05	Male	Belt	Accessories	25	Indiana	L	Gray	Spring	2.6	No	Venmo	Store Pickup	Yes	Yes	14	Credit Card	Quarterly
1656	1987/06/09	Male	Sweater	Clothing	81	Arizona	L	Gold	Spring	3.2	No	Venmo	Next Day Air	Yes	Yes	4	PayPal	Monthly
1657	2003/02/17	Male	Blouse	Clothing	42	Indiana	L	Brown	Spring	2.6	No	Credit Card	2-Day Shipping	Yes	Yes	41	PayPal	Every 3 Months
1658	1955/04/17	Male	Skirt	Clothing	36	Indiana	L	Turquoise	Spring	3.2	No	Cash	Store Pickup	Yes	Yes	4	Debit Card	Bi-Weekly
1659	1992/01/08	Male	Jewelry	Accessories	66	Alaska	S	Pink	Spring	4.1	No	Debit Card	Store Pickup	Yes	Yes	47	Cash	Weekly
1660	1971/04/02	Male	Gloves	Accessories	37	Utah	M	Black	Fall	3.9	No	Bank Transfer	Next Day Air	Yes	Yes	44	Venmo	Annually
1661	1965/04/20	Male	T-shirt	Clothing	45	Louisiana	L	Yellow	Winter	4.1	No	Venmo	Standard	Yes	Yes	37	Venmo	Monthly
1662	1960/05/11	Male	Gloves	Accessories	86	Iowa	S	Beige	Summer	2.7	No	Credit Card	2-Day Shipping	Yes	Yes	21	Debit Card	Quarterly
1663	1961/10/07	Male	Sunglasses	Accessories	24	New Mexico	M	Olive	Winter	4.6	No	Debit Card	Free Shipping	Yes	Yes	46	Debit Card	Fortnightly
1664	1981/01/29	Male	Shirt	Clothing	22	Maine	XL	Gold	Summer	3.5	No	Cash	Standard	Yes	Yes	1	Cash	Bi-Weekly
1665	2005/09/03	Male	Handbag	Accessories	53	Minnesota	M	Purple	Spring	5.0	No	PayPal	Next Day Air	Yes	Yes	35	PayPal	Weekly
1666	1984/06/17	Male	Jacket	Outerwear	41	New Mexico	L	Pink	Fall	3.4	No	Cash	Next Day Air	Yes	Yes	49	Venmo	Monthly
1667	1973/07/23	Male	Skirt	Clothing	64	Arkansas	M	Blue	Summer	3.1	No	Cash	Store Pickup	Yes	Yes	47	PayPal	Annually
1668	1973/10/01	Male	Handbag	Accessories	40	Oklahoma	L	Brown	Winter	3.4	No	Bank Transfer	2-Day Shipping	Yes	Yes	24	Bank Transfer	Every 3 Months
1669	1958/05/20	Male	Blouse	Clothing	33	Utah	L	Charcoal	Summer	4.0	No	Credit Card	Standard	Yes	Yes	28	Debit Card	Fortnightly
1670	1982/04/05	Male	T-shirt	Clothing	59	Wisconsin	L	Maroon	Winter	2.7	No	PayPal	Store Pickup	Yes	Yes	22	Bank Transfer	Quarterly
1671	2002/07/17	Male	Pants	Clothing	73	Utah	L	Cyan	Fall	3.6	No	Venmo	Free Shipping	Yes	Yes	20	Cash	Weekly
1672	1993/01/14	Male	Hoodie	Clothing	22	Utah	M	Olive	Winter	4.0	No	PayPal	Free Shipping	Yes	Yes	25	Bank Transfer	Weekly
1673	2006/06/29	Male	Boots	Footwear	73	South Carolina	L	Gold	Fall	3.8	No	Debit Card	Free Shipping	Yes	Yes	15	Venmo	Quarterly
1674	2003/03/23	Male	Blouse	Clothing	62	Hawaii	M	Violet	Fall	3.4	No	Debit Card	Next Day Air	Yes	Yes	49	Venmo	Bi-Weekly
1675	1989/12/06	Male	Coat	Outerwear	56	Alaska	M	Peach	Winter	3.2	No	PayPal	Free Shipping	Yes	Yes	10	Debit Card	Fortnightly
1676	1989/12/04	Male	Pants	Clothing	90	Colorado	M	Beige	Spring	4.7	No	Venmo	Next Day Air	Yes	Yes	21	Credit Card	Annually
1677	1997/04/18	Male	Sunglasses	Accessories	44	West Virginia	M	Cyan	Winter	3.1	No	PayPal	Next Day Air	Yes	Yes	34	Bank Transfer	Weekly
1678	1959/12/25	Male	Jeans	Clothing	35	Oregon	L	Silver	Summer	3.3	No	PayPal	Next Day Air	No	No	41	Debit Card	Weekly
1679	1983/02/13	Male	Pants	Clothing	71	Ohio	S	Magenta	Summer	4.8	No	PayPal	2-Day Shipping	No	No	30	Venmo	Fortnightly
1680	1964/09/28	Male	Dress	Clothing	52	Massachusetts	S	Black	Fall	4.5	No	PayPal	Next Day Air	No	No	24	Debit Card	Bi-Weekly
1681	1963/07/21	Male	Shoes	Footwear	37	Louisiana	M	Olive	Summer	3.4	No	Credit Card	Store Pickup	No	No	6	Credit Card	Annually
1682	2000/01/19	Male	Sneakers	Footwear	95	Virginia	L	Green	Winter	3.7	No	Cash	2-Day Shipping	No	No	14	Credit Card	Bi-Weekly
1683	1959/09/04	Male	Socks	Clothing	97	New York	M	Yellow	Fall	4.9	No	Venmo	2-Day Shipping	No	No	37	Credit Card	Bi-Weekly
1684	2001/07/22	Male	Coat	Outerwear	57	Arkansas	S	Lavender	Spring	3.5	No	Debit Card	Next Day Air	No	No	37	Venmo	Quarterly
1685	1994/08/14	Male	Shirt	Clothing	93	New Mexico	M	Indigo	Spring	4.6	No	Cash	Standard	No	No	28	PayPal	Weekly
1686	1991/09/10	Male	Blouse	Clothing	48	Minnesota	M	Pink	Winter	4.6	No	Venmo	Standard	No	No	43	PayPal	Bi-Weekly
1687	2002/07/09	Male	Gloves	Accessories	75	Illinois	L	Red	Fall	4.2	No	Credit Card	Store Pickup	No	No	25	Cash	Annually
1688	1957/12/14	Male	Skirt	Clothing	70	Georgia	S	Magenta	Winter	3.7	No	Venmo	Free Shipping	No	No	4	PayPal	Annually
1689	1996/01/08	Male	Handbag	Accessories	26	Mississippi	S	Peach	Winter	3.0	No	Credit Card	Next Day Air	No	No	13	Venmo	Fortnightly
1690	1992/03/08	Male	Shirt	Clothing	73	North Carolina	L	Turquoise	Winter	4.6	No	Credit Card	Store Pickup	No	No	32	Bank Transfer	Monthly
1691	1984/09/29	Male	Coat	Outerwear	30	Nevada	M	Black	Summer	3.2	No	Cash	Free Shipping	No	No	1	Cash	Annually
1692	1960/05/17	Male	Shoes	Footwear	61	Connecticut	L	Blue	Summer	3.5	No	Credit Card	Next Day Air	No	No	4	Cash	Annually
1693	1968/08/02	Male	Handbag	Accessories	75	Utah	M	Beige	Winter	2.6	No	Debit Card	Standard	No	No	33	Cash	Bi-Weekly
1694	1961/10/13	Male	Jacket	Outerwear	88	Tennessee	XL	Olive	Fall	4.9	No	Venmo	Standard	No	No	45	Bank Transfer	Fortnightly
1695	2004/05/31	Male	Shirt	Clothing	67	Mississippi	M	Turquoise	Summer	2.7	No	Credit Card	Express	No	No	20	Debit Card	Fortnightly
1696	1970/11/26	Male	Hat	Accessories	95	Nebraska	S	Yellow	Fall	4.7	No	Venmo	2-Day Shipping	No	No	1	PayPal	Fortnightly
1697	1993/09/24	Male	Sunglasses	Accessories	69	West Virginia	S	Turquoise	Spring	4.0	No	Bank Transfer	Free Shipping	No	No	7	Credit Card	Bi-Weekly
1698	1988/03/17	Male	Shirt	Clothing	87	South Carolina	L	Lavender	Fall	3.5	No	Venmo	Next Day Air	No	No	48	Credit Card	Every 3 Months
1699	1999/03/16	Male	Belt	Accessories	41	Iowa	XL	Turquoise	Winter	4.8	No	Credit Card	Standard	No	No	46	Bank Transfer	Quarterly
1700	2004/10/27	Male	Sweater	Clothing	67	North Dakota	L	Teal	Spring	4.0	No	Bank Transfer	Free Shipping	No	No	34	Debit Card	Annually
1701	1962/03/10	Male	Hoodie	Clothing	70	West Virginia	L	Black	Fall	4.1	No	Credit Card	Express	No	No	36	Bank Transfer	Monthly
1702	1955/01/30	Male	Handbag	Accessories	41	Mississippi	XL	Blue	Winter	3.8	No	PayPal	Next Day Air	No	No	44	Debit Card	Every 3 Months
1703	1970/10/22	Male	Jeans	Clothing	83	Alabama	XL	Yellow	Summer	5.0	No	Debit Card	Express	No	No	48	Bank Transfer	Weekly
1704	1985/11/04	Male	Backpack	Accessories	22	California	M	Black	Spring	4.0	No	Venmo	Next Day Air	No	No	12	Bank Transfer	Annually
1705	1968/04/08	Male	Sneakers	Footwear	20	Idaho	M	Lavender	Summer	3.9	No	Bank Transfer	Store Pickup	No	No	19	Cash	Every 3 Months
1706	1985/06/30	Male	Jewelry	Accessories	29	South Dakota	L	Cyan	Summer	3.4	No	Venmo	2-Day Shipping	No	No	49	Venmo	Bi-Weekly
1707	1987/10/24	Male	Sunglasses	Accessories	87	North Dakota	M	Brown	Spring	3.0	No	Credit Card	Standard	No	No	25	Venmo	Fortnightly
1708	1999/02/05	Male	Shorts	Clothing	81	Nevada	L	Maroon	Fall	4.9	No	Credit Card	2-Day Shipping	No	No	25	Cash	Bi-Weekly
1709	1989/05/17	Male	Boots	Footwear	58	Florida	L	Cyan	Spring	3.2	No	Bank Transfer	Express	No	No	1	Credit Card	Quarterly
1710	1979/06/05	Male	Skirt	Clothing	83	Indiana	M	Pink	Winter	3.8	No	Venmo	Standard	No	No	19	Bank Transfer	Annually
1711	2005/04/09	Male	Pants	Clothing	59	Arkansas	XL	Orange	Fall	3.8	No	Debit Card	Store Pickup	No	No	7	Credit Card	Quarterly
1712	2003/09/06	Male	T-shirt	Clothing	93	North Carolina	M	Lavender	Spring	4.7	No	Debit Card	Express	No	No	19	Credit Card	Monthly
1713	1959/04/25	Male	T-shirt	Clothing	87	Illinois	S	Beige	Fall	3.8	No	Debit Card	2-Day Shipping	No	No	9	Cash	Fortnightly
1714	1975/12/24	Male	Jacket	Outerwear	22	Missouri	M	Pink	Winter	4.6	No	Venmo	Free Shipping	No	No	37	PayPal	Quarterly
1715	1994/12/08	Male	Jeans	Clothing	71	South Dakota	S	Charcoal	Summer	4.4	No	Bank Transfer	Standard	No	No	15	Cash	Monthly
1716	2001/04/15	Male	Dress	Clothing	69	Idaho	XL	Gray	Spring	3.4	No	PayPal	2-Day Shipping	No	No	30	PayPal	Bi-Weekly
1717	1955/10/31	Male	Blouse	Clothing	47	Connecticut	M	Cyan	Winter	4.7	No	Venmo	Standard	No	No	30	Cash	Every 3 Months
1718	1995/05/17	Male	Hoodie	Clothing	50	Hawaii	L	Orange	Summer	2.9	No	Cash	Express	No	No	16	Debit Card	Bi-Weekly
1719	1970/12/02	Male	T-shirt	Clothing	96	Maryland	L	Pink	Winter	3.4	No	Cash	2-Day Shipping	No	No	14	PayPal	Every 3 Months
1720	1979/10/16	Male	Sweater	Clothing	39	Maryland	M	White	Winter	3.2	No	Venmo	Free Shipping	No	No	8	Venmo	Quarterly
1721	1999/10/23	Male	Shorts	Clothing	84	Massachusetts	S	Beige	Winter	2.8	No	Cash	Express	No	No	40	Debit Card	Bi-Weekly
1722	1990/12/26	Male	Jewelry	Accessories	28	Delaware	S	Magenta	Spring	4.3	No	Venmo	Free Shipping	No	No	24	Credit Card	Monthly
1723	1978/08/31	Male	T-shirt	Clothing	51	Massachusetts	L	Violet	Summer	3.3	No	Cash	Standard	No	No	14	Cash	Fortnightly
1724	1954/05/04	M	Scarf	Accessories	20	New York	XL	Gold	Spring	3.3	No	Bank Transfer	Standard	No	No	39	PayPal	Annually
1725	1982/11/12	Male	Shoes	Footwear	72	Delaware	S	Teal	Winter	3.3	No	PayPal	Free Shipping	No	No	21	PayPal	Weekly
1726	1979/02/13	Male	Sunglasses	Accessories	33	Massachusetts	M	Indigo	Spring	3.0	No	Cash	Next Day Air	No	No	32	Venmo	Quarterly
1727	1967/11/20	Male	Coat	Outerwear	28	Indiana	S	Olive	Summer	2.8	No	Credit Card	Express	No	No	45	Debit Card	Weekly
1728	1975/01/02	Male	Blouse	Clothing	53	Virginia	S	Violet	Spring	4.0	No	Credit Card	Express	No	No	19	PayPal	Monthly
1729	2001/04/17	Male	Jeans	Clothing	48	Wyoming	L	Black	Fall	4.3	No	Debit Card	Express	No	No	1	Debit Card	Every 3 Months
1730	1977/10/27	Male	Shorts	Clothing	21	Illinois	M	Brown	Winter	3.8	No	Venmo	Store Pickup	No	No	12	Venmo	Fortnightly
1731	2001/07/21	Male	Shirt	Clothing	22	Alabama	S	Silver	Fall	4.2	No	Cash	Free Shipping	No	No	26	Credit Card	Weekly
1732	2003/07/13	Male	Backpack	Accessories	87	Idaho	M	Gray	Fall	3.1	No	Debit Card	Next Day Air	No	No	12	Cash	Monthly
1733	1979/06/11	Male	Belt	Accessories	50	Rhode Island	S	Charcoal	Winter	2.6	No	Cash	Free Shipping	No	No	36	Cash	Every 3 Months
1734	1957/08/04	Male	Blouse	Clothing	85	New York	L	Black	Summer	3.4	No	Bank Transfer	Express	No	No	22	Credit Card	Annually
1735	1993/09/01	Male	Jeans	Clothing	98	Missouri	L	Brown	Spring	3.1	No	Credit Card	Next Day Air	No	No	16	PayPal	Quarterly
1736	1966/04/05	Male	Dress	Clothing	34	Texas	M	Purple	Winter	3.6	No	Debit Card	Express	No	No	31	Venmo	Annually
1737	1967/03/21	Male	Shorts	Clothing	61	Tennessee	M	Purple	Summer	2.6	No	Cash	2-Day Shipping	No	No	43	Cash	Quarterly
1738	1982/03/26	Male	Jewelry	Accessories	98	Ohio	L	Gray	Summer	4.2	No	Bank Transfer	Store Pickup	No	No	50	Venmo	Bi-Weekly
1739	1964/09/10	Male	Handbag	Accessories	61	Tennessee	M	Green	Spring	2.9	No	PayPal	2-Day Shipping	No	No	37	Credit Card	Weekly
1740	2003/05/27	Male	Jewelry	Accessories	98	Minnesota	L	Silver	Winter	4.2	No	Credit Card	Express	No	No	23	Cash	Weekly
1741	1955/12/10	Male	Pants	Clothing	21	Wisconsin	L	Charcoal	Fall	3.3	No	Cash	Next Day Air	No	No	10	Bank Transfer	Every 3 Months
1742	1983/05/06	Male	Pants	Clothing	51	Delaware	XL	Teal	Winter	3.6	No	Venmo	Next Day Air	No	No	20	Bank Transfer	Monthly
1743	1973/12/08	Male	Sandals	Footwear	80	Kansas	XL	White	Spring	4.3	No	Credit Card	Express	No	No	18	Venmo	Every 3 Months
1744	2001/10/22	Male	Skirt	Clothing	72	Missouri	XL	Brown	Winter	3.3	No	Debit Card	Standard	No	No	3	Bank Transfer	Weekly
1745	1967/07/01	Male	Sunglasses	Accessories	63	Michigan	L	Teal	Winter	3.0	No	PayPal	Standard	No	No	23	PayPal	Weekly
1746	1984/05/17	Male	Skirt	Clothing	27	West Virginia	L	Red	Winter	3.6	No	Credit Card	Store Pickup	No	No	27	Cash	Weekly
1747	1959/10/11	Male	Handbag	Accessories	44	Alabama	L	Brown	Summer	3.1	No	Bank Transfer	Store Pickup	No	No	44	Bank Transfer	Fortnightly
1748	1963/06/20	Male	Coat	Outerwear	23	New Hampshire	M	Yellow	Winter	2.9	No	Cash	Express	No	No	41	Venmo	Quarterly
1749	1990/11/17	Male	Skirt	Clothing	93	Montana	L	Teal	Winter	3.9	No	Bank Transfer	2-Day Shipping	No	No	41	Bank Transfer	Annually
1750	1981/02/01	Male	Hoodie	Clothing	70	Wyoming	L	Pink	Fall	3.2	No	Credit Card	2-Day Shipping	No	No	36	Debit Card	Every 3 Months
1751	1993/05/16	Male	Sunglasses	Accessories	85	Missouri	M	White	Fall	3.1	No	Credit Card	Express	No	No	38	Venmo	Every 3 Months
1752	1967/08/25	Male	Sweater	Clothing	40	Ohio	M	Silver	Winter	3.2	No	PayPal	2-Day Shipping	No	No	34	Cash	Annually
1753	1990/04/12	Male	Boots	Footwear	29	South Dakota	L	Blue	Winter	3.3	No	Debit Card	Store Pickup	No	No	14	Venmo	Quarterly
1754	1999/02/22	Male	Skirt	Clothing	27	Colorado	L	Black	Fall	4.8	No	Venmo	Next Day Air	No	No	23	Credit Card	Fortnightly
1755	1958/08/07	Male	Dress	Clothing	93	Massachusetts	S	Beige	Fall	3.8	No	Debit Card	2-Day Shipping	No	No	18	Credit Card	Fortnightly
1756	1968/02/14	Male	Belt	Accessories	20	Delaware	XL	Charcoal	Spring	4.6	No	Cash	Next Day Air	No	No	45	Cash	Monthly
1757	1975/08/02	Male	Jewelry	Accessories	55	New Hampshire	S	Cyan	Fall	2.8	No	PayPal	Free Shipping	No	No	14	Bank Transfer	Weekly
1758	2005/07/01	Male	Dress	Clothing	94	Michigan	L	Yellow	Fall	3.6	No	Bank Transfer	Standard	No	No	48	Debit Card	Annually
1759	1997/06/07	Male	Hat	Accessories	56	Pennsylvania	M	Silver	Winter	4.3	No	Debit Card	Free Shipping	No	No	17	Venmo	Bi-Weekly
1760	1956/12/28	Male	Sweater	Clothing	58	Louisiana	L	Green	Spring	4.0	No	Venmo	Next Day Air	No	No	1	PayPal	Weekly
1761	2004/11/30	Male	Skirt	Clothing	44	Minnesota	XL	Peach	Spring	3.5	No	Credit Card	Standard	No	No	39	PayPal	Weekly
1762	2003/06/26	Male	Hoodie	Clothing	95	Hawaii	S	Green	Fall	4.9	No	PayPal	2-Day Shipping	No	No	24	Cash	Weekly
1763	1988/05/08	Male	Sandals	Footwear	42	Idaho	M	Brown	Summer	3.1	No	Credit Card	Express	No	No	41	Bank Transfer	Fortnightly
1764	1987/04/26	Male	Jewelry	Accessories	93	Vermont	M	Lavender	Winter	3.9	No	Venmo	Store Pickup	No	No	28	PayPal	Annually
1765	1963/02/25	Male	Dress	Clothing	56	Delaware	M	Charcoal	Summer	3.0	No	PayPal	Store Pickup	No	No	34	Venmo	Quarterly
1766	1956/09/17	Male	Hoodie	Clothing	88	New Mexico	M	Orange	Spring	4.1	No	Bank Transfer	2-Day Shipping	No	No	41	Venmo	Quarterly
1767	1964/08/25	Male	Sweater	Clothing	54	Alaska	S	Cyan	Winter	4.3	No	Venmo	2-Day Shipping	No	No	27	Cash	Bi-Weekly
1768	1955/10/17	Male	Jewelry	Accessories	89	Minnesota	L	Lavender	Fall	3.8	No	PayPal	2-Day Shipping	No	No	46	Debit Card	Fortnightly
1769	1999/06/03	Male	Sandals	Footwear	45	Nebraska	M	Indigo	Summer	3.9	No	Venmo	2-Day Shipping	No	No	2	PayPal	Every 3 Months
1770	1992/04/03	Male	Socks	Clothing	75	Alaska	L	Brown	Winter	4.3	No	Credit Card	Free Shipping	No	No	45	Cash	Monthly
1771	1971/02/18	Male	Backpack	Accessories	22	Michigan	M	Pink	Fall	4.3	No	Credit Card	Express	No	No	34	Bank Transfer	Weekly
1772	1978/06/13	Male	Shirt	Clothing	82	Indiana	XL	Turquoise	Fall	4.7	No	Credit Card	Store Pickup	No	No	9	Credit Card	Annually
1773	1966/02/23	Male	Shoes	Footwear	34	Hawaii	M	Gold	Summer	3.1	No	PayPal	2-Day Shipping	No	No	1	Bank Transfer	Annually
1774	2003/02/12	Male	Coat	Outerwear	92	West Virginia	M	Blue	Summer	2.7	No	Cash	Free Shipping	No	No	17	PayPal	Annually
1775	1978/04/21	Male	Sweater	Clothing	78	New York	M	Lavender	Spring	3.7	No	Bank Transfer	Express	No	No	6	PayPal	Weekly
1776	2006/08/31	Male	Jacket	Outerwear	47	Iowa	M	Violet	Spring	3.3	No	Bank Transfer	2-Day Shipping	No	No	12	Cash	Bi-Weekly
1777	1968/02/24	Male	Jacket	Outerwear	64	Arizona	L	Cyan	Summer	3.4	No	Bank Transfer	Free Shipping	No	No	10	Venmo	Every 3 Months
1778	2006/03/22	Male	Sneakers	Footwear	44	Minnesota	L	Purple	Winter	4.7	No	Cash	Free Shipping	No	No	4	Cash	Fortnightly
1779	1975/03/12	Male	Belt	Accessories	94	Texas	M	Red	Winter	4.9	No	Debit Card	Store Pickup	No	No	8	Debit Card	Bi-Weekly
1780	1995/06/01	Male	Scarf	Accessories	62	Virginia	M	Charcoal	Winter	4.3	No	Bank Transfer	Free Shipping	No	No	41	Venmo	Weekly
1781	1957/10/28	Male	Jewelry	Accessories	81	North Dakota	S	Gray	Summer	4.2	No	Cash	Next Day Air	No	No	49	Credit Card	Weekly
1782	1993/05/09	Male	T-shirt	Clothing	33	Iowa	M	Pink	Fall	3.7	No	PayPal	Express	No	No	49	Bank Transfer	Quarterly
1783	1972/04/11	Male	Pants	Clothing	88	Utah	M	Lavender	Fall	2.7	No	Credit Card	Next Day Air	No	No	40	Bank Transfer	Fortnightly
